Food ID	Food name	Energy (kJ)	Protein (g)	Fat, total (g)	Fat, saturated (g)	Available carbohydrate (g)	Total sugars (g)	Sodium (mg)
05A10136	Trout, raw	472	19.4	3.8	0.9	0	0	49
05A10138	Trumpeter, raw	414	20.9	1.6	0.5	0	0	64
05A10142	Whitebait, baked or grilled, no added fat	980	23.4	15.7	3.8	0	0	208
05A10144	Whitebait, raw	755	18	12.1	3	0	0	160
05A10145	Whiting, baked or grilled, no added fat	469	25.6	0.9	0.3	0	0	91
05A10157	Cod, smoked, baked, grilled or pan fried, no added fat	419	22.6	0.9	0.2	0	0	847
05A10159	Mackerel, smoked	1465	18.9	30.9	8	0	0	750
05A10162	Haddock, smoked, steamed or poached, no added salt	429	23.3	0.9	0.2	0	0	990
05A10163	Herring, salted	727	21.2	9.9	2.4	0	0	3064
05A10164	Herring, smoked, grilled, no added fat	1022	22.1	17.5	4.3	0	0	92
05A10165	Herring, smoked, steamed or poached, no added salt	951	19.7	16.7	4.1	0	0	80
05A10167	Anchovy, canned in brine, drained	611	25.4	4.8	1.4	0	0	514
05A10169	Herring, canned with salt	618	20.5	7.3	1.7	0	0	538
05A10170	Kipper, canned, drained	1142	21.7	20.9	3.5	0	0	912
05A10171	Mackerel, canned in oil, drained	1044	19	19.5	2.7	0	0	270
05A10172	Mackerel, canned in brine	798	15.4	14.5	3.4	0	0	219
05A10173	Mackerel, canned in brine, drained	985	19	17.9	4.2	0	0	270
05A10181	Salmon, pink, canned in water, no added salt	543	19.4	5.8	1.7	0	0	97
05A10185	Sardine, canned in water, no added salt	629	17.9	8.8	2.3	0	0	89
05A10189	Tuna, smoked, canned in oil, drained	922	24.4	13.7	2.2	0	0	440
05A10194	Tuna, canned in water	420	20.1	2.1	0.8	0	0	66
05A10202	Blue grenadier (hoki), raw	303	15.2	1.2	0.2	0	0	53
05A10347	Barramundi, aquacultured fillets, raw	385	19.4	1.5	0.4	0	0	70
05A10348	Barramundi, aquacultured fillets, steamed or poached	453	22.8	1.8	0.4	0	0	70
05A10349	Bassa (basa), aquacultured, raw	332	15.7	1.8	0.5	0	0	70
05A10350	Bassa (basa), aquacultured, steamed or poached	391	18.5	2.1	0.6	0	0	70
05A10351	Bream, flesh, raw	498	18.7	4.9	1.3	0	0	80
05A10352	Bream, flesh, steamed	578	22.3	5.4	1.3	0	0	82
05A10353	Bream, flesh, baked in foil, no added fat	586	22	5.7	1.5	0	0	94
05A10356	Flathead, flesh only, raw	377	20.1	1	0.3	0	0	92
05A10357	Flathead, flesh only,  steamed	487	26.1	1.2	0.3	0	0	91
05A10364	Blue grenadier (hoki), baked, no added fat	427	22	1.3	0.3	0.3	0.3	56
05A10365	Milkfish, aquacultured, raw	795	23.4	10.7	3.8	0	0	70
05A10366	Milkfish, aquacultured, steamed or poached	935	27.5	12.6	4.5	0	0	70
05A10367	Morwong, raw	487	17.4	5.2	1.4	0	0	80
05A10368	Morwong, flesh only, steamed	526	22.9	3.7	1.4	0	0	86
05A10371	Mulloway, flesh only, raw	409	19.4	2.2	0.6	0	0	51
05A10376	Mullet, yelloweye, raw	501	17.6	5.5	2.4	0	0	120
05A10377	Mullet, yelloweye, steamed	530	20.8	4.7	1.9	0	0	136
05A10380	Salmon, Atlantic, aquacultured, fillet, raw	805	24.1	10.7	2.8	0	0	42
05A10381	Salmon, Atlantic, aquacultured, fillet, steamed or poached	947	28.4	12.5	3.3	0	0	42
05A10382	Salmon, Atlantic, aquacultured, fillet, grilled, no added fat	905	27.1	12	3.1	0	0	49
05A10384	Shark (flake), skinless fillet, raw	421	24.5	0.1	0	0	0	84
05A10385	Shark (flake), skinless fillet, steamed	523	30.3	0.2	0.1	0	0	94
05A10389	Silver perch, aquacultured, raw	923	19.4	16	4.3	0	0	70
05A10390	Silver perch, aquacultured, steamed or poached	1086	22.8	18.9	5	0	0	70
05A10391	Snapper, flesh, raw	405	20.4	1.6	0.5	0	0	85
05A10392	Snapper, flesh, steamed	518	24.5	2.7	0.8	0	0	103
05A10396	Tilapia, aquacultured, raw	477	18.5	4.4	1.4	0	0	70
05A10397	Tilapia, aquacultured, steamed or poached	562	21.8	5.2	1.6	0	0	70
05A10398	Trout, rainbow, aquacultured, raw	645	19.6	8.4	2.5	0	0	70
05A10399	Trout, rainbow, aquacultured, steamed or poached	758	23	9.9	3	0	0	70
05A10400	Tuna, yellowfin, fresh, raw	435	23.4	1	0.2	0	0	37
05A10403	Whiting, king george, flesh only, raw	372	20.3	0.7	0.2	0	0	72
05A10404	Whiting, king george, flesh only, steamed	465	24.8	1.2	0.3	0	0	73
05A10408	Cod, smoked, steamed or poached	397	20.1	1.5	0.4	0	0	548
05A10411	Salmon, smoked, sliced	561	23	4.6	0.9	0	0	1266
05A10413	Anchovy, canned in oil, drained	762	25.4	8.9	2	0	0	5480
05A10414	Salmon, Australian, canned in brine, undrained	646	19.5	8.5	3.1	0	0	500
05A10415	Salmon, Australian, canned in brine, drained	680	20.5	8.9	3.2	0	0	526
05A10418	Salmon, pink, canned in brine, undrained	529	19.4	5.4	1.2	0	0	548
05A10419	Salmon, pink, canned in brine, drained	639	22.8	6.8	1.5	0	0	405
05A10421	Salmon, red, canned in brine, undrained	722	19.4	10.6	2.8	0	0	378
05A10422	Salmon, red, canned in brine, drained	764	20.5	11.2	2.9	0	0	400
05A10428	Tuna, canned in brine, undrained	435	22.1	1.6	0.5	0	0	390
05A10429	Tuna, canned in brine, drained	497	23.8	2.5	0.8	0	0	327
05A10430	Tuna, canned in vegetable oil, undrained	1212	20.8	23.2	3.5	0	0	417
05A10431	Tuna, canned in vegetable oil, drained	889	23.6	13.2	2.1	0	0	425
05A10446	Flathead, flesh only, baked or grilled, no added fat	495	26.4	1.3	0.3	0	0	122
05A10449	Silver perch, aquacultured, baked or grilled, no added fat	1215	25.5	21.1	5.6	0	0	92
05A10453	Barramundi, aquacultured fillets, baked or grilled, no added fat	507	25.5	2	0.5	0	0	92
05A10455	Bassa (basa), aquacultured, baked or grilled, no added fat	437	20.7	2.3	0.7	0	0	92
05A10469	Shark (flake), skinless fillet, baked or grilled, no added fat	555	32.2	0.2	0.1	0	0	111
05A10472	Orange roughy, flesh, raw	426	19.6	2.5	0.1	0	0	71
05A10473	Orange roughy, baked or grilled, no added fat	560	25.8	3.3	0.1	0	0	93
05A10494	Blue grenadier (hoki), steamed or poached	365	18.3	1.4	0.3	0	0	54
05A10503	Mullet, yelloweye, baked or grilled, no added fat	659	23.1	7.2	3.2	0	0	157
05A10534	Trout, rainbow, aquacultured, baked or grilled, no added fat	848	25.7	11.1	3.3	0	0	92
05A10536	Tuna, canned in water, drained	497	23.8	2.5	0.8	0	0	82
05A10547	Gemfish, flesh, raw	323	13.2	2.6	0.7	0.1	0.1	40
05A10559	Cod, Atlantic, dried, salted	1157	62.8	2.4	0.5	0	0	7027
05A10560	Cod, smoked, raw	358	18.8	1	0.2	0	0	658
05A10563	Herring, Atlantic, pickled	1038	14.2	18	2.4	7.7	7.7	870
05A10570	Salmon, red, canned in water, no added salt, drained	816	21.9	12	3.1	0	0	62
05A10571	Salmon, pink, canned in water, no added salt, drained	613	21.9	6.5	1.8	0	0	76
05A10572	Sardine, canned in oil	1283	17.6	26.6	6.3	0	0	350
05A10573	Sardine, canned in oil, drained	916	21	15.1	4.7	0	0	585
05A10574	Sardine, canned in water, no added salt, drained	721	21.5	9.6	2.5	0	0	160
05A10580	Gemfish, flesh, steamed	517	23.3	3.1	0.9	0.3	0.3	72
05A10584	Mulloway, flesh, steamed	521	22.4	3.8	1.3	0	0	61
05A10585	Tuna, sandwich variety (shredded), canned in vegetable oil, undrained	1056	18.1	20.2	3.1	0	0	483
05A10606	Tuna, raw, sashimi style, Japanese restaurant-style	514	26.3	1.8	0.4	0	0	50
05A10607	Salmon, raw, sashimi style, Japanese restaurant-style	879	22.3	13.5	3.5	0	0	42
05A10609	Smoked fish (including eel & trout), smoked	631	27.8	4.3	1.4	0	0	1509
05A10611	Salmon, Australian, canned in water, no added salt, undrained	646	19.5	8.5	3.1	0	0	69
05A10734	Sole, steamed or poached	437	22.3	1.6	0.5	0	0	110
05B10002	Eel, stewed, grilled, baked, steamed or barbecued, no added salt	944	23.3	14.8	3.2	0	0	58
05C10020	Bug, moreton bay, cooked whole in water or steam	407	22	0.9	0.2	0	0	395
05C10022	Prawn, school, raw	371	20.5	0.6	0.1	0	0	350
05C10035	Abalone, raw	410	20.6	1	0.3	1.4	0.9	356
05C10046	Octopus, steamed, no added salt	515	25.4	1.8	0.4	1	0.2	364
05C10055	Scallop, baked or grilled, no added fat	389	19.3	1.2	0.3	1	0.2	272
05C10061	Prawn, canned, drained	320	17.1	0.8	0.2	0	0	270
05C10092	Crab, various types, fresh only, boiled or steamed	274	14.9	0.6	0.1	0	0	420
05C10093	Lobster, purchased steamed or boiled	407	22	0.9	0.2	0	0	306
05C10095	Oyster, raw	303	12	2.4	0.8	0.6	0	310
05C10096	Prawn, king (large size), raw (green)	371	20.5	0.6	0.2	0	0	350
05C10097	Prawn, king (large size), flesh only, purchased cooked	436	23.7	0.9	0.2	0	0	552
05C10098	Prawn, school, flesh only, purchased cooked	320	17.1	0.8	0.2	0	0	524
05C10100	Scallop, raw	384	18.5	1	0.2	1.9	0.5	220
05C10101	Scallop, boiled in water, no added salt	441	22.2	1.5	0.3	0.5	0	155
05C10102	Squid or calamari, raw	328	16.7	1.2	0.4	0	0	284
05C10103	Squid or calamari, poached	410	20.9	1.5	0.5	0	0	355
05C10105	Crabmeat, canned in brine, undrained	220	10.8	0.5	0.1	1.1	1.1	669
05C10106	Crabmeat, canned in brine, drained	248	12.2	0.5	0.1	1.2	1.2	755
05C10112	Clam, boiled in water with no added salt	441	22.2	1.5	0.3	0.5	0	155
05C10113	Squid or calamari, baked or grilled, no added fat	391	19.9	1.4	0.4	0	0	338
05C10115	Oyster, baked or grilled, no added fat	399	15.8	3.1	1	0.8	0.1	408
05C10116	Prawn, king (large size), baked or grilled, no added fat	442	24.5	0.7	0.2	0	0	416
05C10126	Mussel, green, steamed or boiled	504	18.8	3.1	0.9	4.1	0.7	553
05C10130	Mussel, smoked, canned in oil, drained	807	20.8	10.4	2.8	4.1	0	457
05C10131	Oyster, smoked, canned in oil, drained	858	17.4	12	3.4	7	0	391
05C10140	Mussel, blue, steamed	438	16	2.3	0.4	4.7	0	353
05D10042	Roe, fish, boiled, no added salt	641	28.8	4.1	1	0	0	127
05D10102	Shark's fin, canned	713	23	8.7	2.3	0	0	443
05D10290	Fish roe (caviar), black, in spiced brine, drained	386	10.9	5.4	1.2	0	0	2120
05D10295	Fish, white fish fillet, crumbed, frozen, baked	959	11.8	14.5	5.5	12.8	0.7	397
05D10296	Fish ball, Asian style, raw	315	12.3	0.8	0.2	4.5	1.4	650
05D10300	Fish finger, crumbed, frozen, raw	838	10.1	11.5	3.1	13.8	0	259
05D10301	Fish finger, crumbed, frozen, grilled	925	11.6	11.3	3.1	17.8	0.8	320
05D10308	Fish finger, crumbed, frozen, baked with no added fat	997	12.1	13.7	3.7	16.4	0	308
05D10335	Fish roe (caviar), red, in spiced brine, drained	631	19.2	8.2	2	0	0	1859
05D10341	Fish ball, Asian style, cooked	315	12.3	0.8	0.2	4.5	1.4	650
06A10015	Cranberry, fresh, raw	96	0.4	0.2	0	3.9	3.9	1
06A10024	Boysenberry, canned in light syrup, undrained	257	0.6	0.4	0	12.7	12.6	4
06A10026	Loganberry, fresh, raw	185	1.5	0.3	0	4.9	4.9	1
06A10060	Blackberry, fresh, raw	220	1.4	0.3	0.1	7.5	7.5	0
06A10062	Blueberry, fresh, raw	207	0.5	0.1	0	10.1	9.7	0
06A10065	Blueberry, canned in syrup, drained	341	0.8	0.1	0	16.9	16.6	5
06A10066	Cranberry, dried, sweetened	1202	0.1	1.4	0.2	65	65	3
06A10067	Mulberry, fresh, raw	146	2.2	0.2	0.1	4.3	4.3	6
06A10068	Raspberry, purchased frozen	238	1.2	0.3	0.1	7.3	7	1
06A10069	Raspberry, fresh, raw	238	1.2	0.3	0.1	7.3	7	1
06A10070	Raspberry, canned in syrup, undrained	335	0.6	0.1	0	17	16.8	5
06A10071	Raspberry, canned in syrup, drained	362	1	0.2	0.1	16.2	15.9	6
06A10074	Strawberry, canned in syrup, drained	374	0.9	0.1	0	18.7	18.5	10
06A10075	Strawberry, canned in syrup, undrained	355	0.5	0.2	0	18.8	18.7	8
06A10076	Blueberry, dried	1035	2.7	0.4	0	50.5	48.3	2
06A10079	Blueberry, fresh, stewed, no added sugar	227	0.6	0.1	0	11.1	10.6	0
06A10081	Raspberry, purrchased frozen, stewed, no added sugar	261	1.3	0.3	0.1	8.1	7.7	2
06A10083	Strawberry, fresh, stewed, no added sugar	106	1.9	0.1	0	3	3	7
06A10084	Boysenberry, fresh, raw	220	1.4	0.3	0.1	7.5	7.5	0
06A10086	Strawberry, fresh, raw	113	0.7	0.2	0	3.9	3.8	3
06A10096	Blueberry, canned in syrup, undrained	321	0.4	0	0	17.2	17	3
06A10097	Strawberry, purchased frozen	113	0.7	0.2	0	3.9	3.8	3
06A10098	Blueberry, purchased frozen	238	0.6	0.1	0	11.6	11.1	0
06A20008	Raspberry, canned in syrup, syrup only	317	0.2	0	0	17.5	17.5	4
06A20009	Strawberry, canned in syrup, syrup only	340	0.1	0.2	0	18.9	18.8	7
06A20012	Blueberry, canned in syrup, syrup only	303	0.1	0	0	17.4	17.4	2
06B10018	Orange peel, raw	341	1.5	0.2	0	16.2	16.2	3
06B10025	Kumquat, fresh, raw	265	0.9	0.1	0	12.7	12.7	6
06B10028	Peel, mixed, dried	1078	0.6	0.1	0	61.8	61.8	280
06B10043	Grapefruit, peeled, raw	148	1	0.2	0	5.4	5.4	4
06B10044	Lemon, peeled, raw	131	0.6	0.2	0	1.8	1.8	2
06B10045	Lemon peel, raw	193	1.5	0.3	0	4.2	4.2	6
06B10046	Lime, peeled, raw	137	0.8	0.2	0	1.2	1.2	3
06B10047	Mandarin (imperial), peeled, raw	204	0.9	0.2	0	9	9	3
06B10048	Mandarin (tangor), ellendale, peeled, raw	210	1.1	0.2	0	8.8	8.8	2
06B10049	Mandarin (tangelo), peeled, raw	184	0.6	0.1	0	7.8	7.8	4
06B10051	Mandarin, canned in syrup, drained	269	0.5	0.2	0	13.8	13.6	6
06B10052	Orange, navel (all varieties), peeled, raw	185	1	0.1	0	8	8	3
06B10055	Orange, navel (washington), peeled, raw	193	1.1	0.1	0	8	8	3
06B10056	Orange, valencia, peeled, raw	163	0.9	0.1	0	6.9	6.9	2
06B10060	Orange, navel (all varieties), unpeeled (pith & peel), raw	215	1.3	0.3	0	8	8	3
06B10068	Orange, navel (leng),  peeled, raw	190	0.9	0.1	0	8.5	8.5	3
06B10069	Orange, navel (lane late),  peeled, raw	196	0.9	0.1	0	9	9	3
06B10074	Mandarin, canned in syrup, undrained	256	0.4	0.1	0	13.5	13.4	5
06B10093	Lemon, unpeeled, raw	152	0.9	0.2	0.1	2.6	2.6	3
06B20004	Mandarin, canned in syrup, syrup only	239	0.2	0	0	13.2	13.2	4
06C10044	Apricot, canned, pie filling	182	0.8	0.1	0	8.8	8.8	2
06C10045	Apricot, canned in water, undrained	94	0.5	0	0	4.3	4.3	3
06C10054	Cherry, stewed, no added sugar	157	0.7	0.1	0	7.7	7.7	1
06C10056	Cherry, canned in light syrup, undrained	299	0.8	0.1	0	16	15.8	4
06C10059	Nectarine, fresh, peeled, raw	169	1	0.1	0	7.8	7.8	1
06C10060	Nectarine, stewed, from raw, no added sugar	138	0.8	0	0	6.4	6.4	1
06C10064	Peach, fresh, peeled, raw	134	0.8	0.1	0	6.2	6.2	2
06C10065	Peach, stewed, from raw,  no added sugar	100	0.7	0.1	0	4.6	4.6	1
06C10068	Peach, canned, pie filling	179	0.8	0.1	0	8.9	8.9	2
06C10069	Peach, canned in water, drained	115	0.7	0	0	5.4	5.4	4
06C10072	Peach, canned in extra light juice, drained	159	0.8	0	0	7.9	7.9	5
06C10082	Plum, canned in natural juice, undrained	246	0.5	0	0	13.4	13.4	3
06C10083	Plum, canned in light syrup, undrained	283	0.4	0	0	15.6	15.6	2
06C10088	Date, fresh, raw	601	1	0.1	0	32	31.4	7
06C10094	Nectarine, dried	1016	6.5	0.6	0.1	45.3	45.3	6
06C10095	Peach, dried	841	5.5	0.6	0	38.6	38.6	12
06C10101	Prune (dried plum), canned, drained	305	0.8	0.1	0	15.9	15.5	3
06C10131	Apricot, fresh, raw	177	0.8	0.1	0	6.6	6.6	2
06C10132	Apricot, canned in syrup, undrained	255	0.7	0	0	12.9	12.9	2
06C10133	Apricot, canned in syrup, drained	259	0.9	0	0	12.3	12.3	2
06C10134	Apricot, canned in light syrup, undrained	202	0.7	0	0	9.7	9.7	3
06C10135	Apricot, canned in light syrup, drained	207	1	0	0	9	9	3
06C10136	Apricot, canned in pear juice, undrained	181	0.8	0	0	8.2	8.2	4
06C10137	Apricot, canned in pear juice, drained	189	1	0	0	7.8	7.8	3
06C10140	Apricot, dried	927	4.5	0.2	0.1	43.5	42.4	39
06C10141	Cherry, fresh, raw	232	0.8	0.2	0.1	10.9	10.9	0
06C10142	Cherry, black, canned in syrup, drained	311	0.9	0.1	0	16	15.7	5
06C10144	Date, dried	1283	2	0.2	0.1	67.2	65.9	14
06C10145	Nectarine, fresh, unpeeled, raw	195	1.2	0.1	0	8.1	8.1	0
06C10146	Peach, fresh, unpeeled, raw	202	1	0.1	0	8.7	8.5	2
06C10147	Peach, canned in syrup, undrained	239	0.6	0	0	12.1	12.1	3
06C10148	Peach, canned in syrup, drained	237	0.7	0	0	11.5	11.5	3
06C10149	Peach, canned in light syrup, undrained	242	0.6	0	0	12.3	12.3	3
06C10150	Peach, canned in light syrup, drained	238	0.8	0	0	11.5	11.5	2
06C10151	Peach, canned in pear juice, undrained	180	0.6	0	0	8.5	8.5	8
06C10152	Peach, canned in pear juice, drained	189	0.8	0.1	0	8.4	8.4	7
06C10153	Peach, canned in intense sweetened liquid, drained	127	0.7	0	0	5.4	5.4	4
06C10154	Peach, canned in intense sweetened liquid, undrained	121	0.5	0	0	5.5	5.5	4
06C10155	Plum, dark, canned in syrup, drained	400	0.4	0.1	0	21.3	21	4
06C10156	Plum, dark, canned in syrup, undrained	389	0.3	0.1	0	21.3	21.1	3
06C10157	Prune (dried plum)	696	2.3	0.4	0.1	32.5	31	7
06C10158	Plum, fresh, unpeeled, all types, raw	164	0.6	0.1	0	6.5	6.5	2
06C10160	Prune (dried plum), stewed, no added sugar	248	0.8	0.1	0	11.6	11	2
06C10162	Mixed fruit, peach & pear, canned in light syrup, drained	249	0.6	0	0	12.4	12.4	2
06C10163	Mixed fruit, peach & pear, canned in light syrup, undrained	250	0.4	0	0	13.1	13.1	2
06C10164	Peach, fresh, unpeeled, poached in water, no added sugar, drained	202	1	0.1	0	8.7	8.5	2
06C10166	Plum, pickled, drained	640	2.4	0.4	0.1	25	25	7317
06C10167	Plum, unpeeled, all types, stewed in water, no added sugar	181	0.7	0.1	0	7.1	7.1	2
06C10171	Apricot, canned in intense sweetened liquid, drained	113	0.8	0	0	3.9	3.9	3
06C10186	Cherry, black, canned in syrup, undrained	300	0.7	0.1	0	16	15.8	4
06C10187	Apricot, canned in intense sweetened liquid, undrained	105	0.5	0	0	4.3	4.3	3
06C20019	Apricot, canned in syrup, syrup only	250	0.4	0	0	13.7	13.7	2
06C20020	Apricot, canned in light syrup, syrup only	197	0.3	0	0	10.5	10.5	2
06C20021	Apricot, canned in pear juice, juice only	170	0.5	0	0	8.7	8.7	5
06C20024	Peach, canned in syrup, syrup only	243	0.3	0	0	13.2	13.2	4
06C20025	Peach, canned in light syrup, syrup only	247	0.3	0	0	13.3	13.3	4
06C20026	Peach, canned in pear juice, juice only	167	0.4	0	0	8.5	8.5	10
06C20027	Peach, canned in intense sweetened liquid, liquid only	108	0.2	0	0	5.6	5.6	3
06C20028	Plum, dark, canned in syrup, syrup only	377	0.2	0	0	21.3	21.2	2
06C20029	Cherry, black, canned in syrup, syrup only	288	0.5	0	0	16	16	3
06C20030	Apricots, canned in intense sweetened liquid, liquid only	94	0.2	0	0	4.7	4.7	2
06D10078	Blackcurrant, fresh, raw	227	1.4	0.4	0	8	8	2
06D10096	Pear, brown skin, peeled, raw	209	0.3	0.1	0	10.8	10.8	2
06D10098	Pear, green skin, peeled, raw	189	0.3	0.1	0	9.8	9.8	2
06D10115	Quince, stewed, no added sugar	193	0.4	0.1	0	8.1	8.1	12
06D10126	Pineapple, canned in light syrup, undrained	214	0.7	0.1	0	11.3	11.3	3
06D10132	Carambola (starfruit), fresh, raw	122	0.7	0.2	0	5.3	4.8	3
06D10137	Jackfruit, canned, undrained	421	1.3	0.2	0	22.3	22	2
06D10140	Mango, stewed, no added sugar	186	0.7	0.2	0	9.3	9	1
06D10142	Mango, canned in natural juice, undrained	229	0.8	0.1	0	12	11.7	1
06D10143	Mango, canned in natural juice, drained	227	0.9	0.1	0	11.7	11.4	1
06D10144	Mango, canned in light syrup, undrained	255	0.7	0.1	0	13.6	13.3	2
06D10145	Mango, canned in light syrup, drained	249	1	0.1	0	13	12.7	3
06D10153	Fig, fresh, peeled, raw	189	1.3	0.3	0	8.2	8.2	3
06D10154	Fig, stewed, from raw, no added sugar	143	1	0.2	0	6	6	2
06D10158	Grape, green, with seeds, raw	269	0.8	0.1	0	14.4	14.4	6
06D10159	Grape, black, with seeds, raw	285	1.2	0.1	0	14.9	14.9	4
06D10165	Lychee, canned in light syrup, undrained	304	0.4	0.1	0	17	16.9	6
06D10166	Lychee, canned in light syrup, drained	315	0.6	0.1	0	17.1	16.9	6
06D10173	Rhubarb, canned in light syrup	227	0.8	0.1	0	11.6	11.6	6
06D10178	Raisin	1320	2.3	0.9	0.3	71.1	69.1	58
06D10182	Banana, dried	1289	5.6	0.3	0	66	56.1	3
06D10185	Pear, dried	880	1.1	0.4	0	45.3	45.3	10
06D10276	Apple, granny smith, unpeeled, raw	214	0.3	0	0	10.7	10.5	2
06D10281	Apple, red skin, unpeeled, raw	240	0.4	0.1	0	12.2	11.6	1
06D10282	Apple, green skin, unpeeled, raw	211	0.3	0	0	10.6	10.4	2
06D10283	Apple, dried	1306	1.3	0.3	0.1	64.5	62.1	91
06D10286	Pear, brown skin, unpeeled, raw	213	0.3	0	0	10.4	10.4	2
06D10287	Pear, nashi, unpeeled, raw	220	0.4	0.1	0	11.1	10.6	7
06D10289	Pear, canned in syrup, undrained	266	0.4	0	0	14.1	14.1	3
06D10290	Pear, canned in syrup, drained	271	0.6	0	0	13.7	13.7	3
06D10291	Pear, canned in light syrup, undrained	258	0.3	0	0	13.7	13.7	2
06D10292	Pear, canned in light syrup, drained	260	0.4	0	0	13.2	13.2	2
06D10293	Pear, canned in pear juice, undrained	173	0.5	0	0	8.7	8.7	6
06D10294	Pear, canned in pear juice, drained	182	0.6	0	0	8.6	8.6	6
06D10295	Pear, canned in intense sweetened liquid, drained	109	0.3	0	0	4.9	4.9	3
06D10296	Pear, canned in intense sweetened liquid, undrained	102	0.3	0	0	4.9	4.9	3
06D10301	Currant, dried	1233	2.8	0.5	0.1	65.1	63.2	46
06D10303	Fig, unpeeled, raw	205	1.4	0.3	0	8.1	8.1	3
06D10304	Fig, dried	1137	3.6	0.7	0.1	54.5	52.6	39
06D10308	Grape, red globe, raw	341	0.9	0.2	0.1	16.3	16.3	5
06D10309	Grape, thompson seedless or sultana, raw	301	0.6	0.1	0	15.5	15.5	4
06D10311	Guava, hawaiian, raw	152	0.7	0.5	0.1	3.5	3.4	4
06D10313	Kiwifruit, hayward, peeled, raw	233	1.2	0.2	0.1	9.1	9.1	4
06D10315	Lychee, peeled, raw	313	1.1	0.1	0	16.2	16.2	1
06D10316	Mango, peeled, raw	244	0.9	0.2	0	11.6	11.2	1
06D10317	Melon, honey dew, white skin, peeled, raw	157	0.7	0.3	0.1	7.1	7.1	44
06D10319	Melon, rockmelon (cantaloupe), peeled, raw	127	0.6	0.1	0	5.7	5.7	17
06D10320	Melon, watermelon, peeled, raw	134	0.4	0.3	0.1	6.4	6.4	2
06D10321	Passionfruit, raw	322	3	0.3	0.1	5.7	5.7	19
06D10322	Passionfruit, pulp, canned	322	3	0.3	0.1	5.7	5.7	19
06D10323	Pawpaw (papaya), peeled, raw	149	0.4	0.1	0	6.9	6.9	7
06D10325	Persimmon, peeled, raw	315	0.6	0.2	0.1	16.1	16.1	6
06D10326	Pineapple (cayenne), fresh, peeled, raw	189	0.6	0.2	0.1	8.2	8.2	2
06D10327	Pineapple, canned in heavy syrup, undrained	383	0.3	0.6	0.2	19.8	19.8	6
06D10328	Pineapple, canned in heavy syrup, drained	374	0.2	0.3	0.1	19.8	19.8	2
06D10329	Pineapple, canned in pineapple juice, undrained	250	0.5	0.6	0.2	12	12	5
06D10330	Pineapple, canned in pineapple juice, drained	220	0.5	0.1	0	10.5	10.5	4
06D10332	Pomegranate, peeled, raw	349	1.9	0.2	0.1	13.5	13.5	4
06D10334	Rambutan, raw	328	1	0.4	0.1	15.7	15.7	2
06D10335	Rhubarb, stalk, raw	100	1.5	0.2	0.1	1.7	1.7	12
06D10336	Sultana, dried	1388	2.8	0.4	0.1	75	73.2	36
06D10340	Apple, red skin, peeled, raw	249	0.3	0.2	0.1	12.4	12.2	1
06D10341	Apple, green skin, peeled, raw	212	0.3	0	0	10.8	10.7	2
06D10342	Banana chip	2206	2.3	33.6	29.1	50.7	35.3	5
06D10352	Kiwifruit, unpeeled, raw	196	0.9	0.6	0	8.6	8.1	4
06D10353	Banana, cavendish, peeled, baked	460	1.8	0.2	0	23	19.3	0
06D10360	Apricot, dried, stewed, no added sugar	330	1.6	0.1	0	15.5	15.1	14
06D10369	Rhubarb, stalk, stewed, no added sugar	107	1.6	0.2	0.1	1.8	1.8	13
06D10371	Pear, nashi, peeled, raw	220	0.4	0.1	0	11.1	10.6	7
06D10375	Mango, pulp, canned	267	0.9	0.2	0	13.1	12.7	1
06D10376	Apple, peeled, stewed, no added sugar	181	0.2	0.1	0	9.1	8.9	1
06D10378	Apple, canned in syrup, pie filling	221	0.3	0	0	11.3	11.2	1
06D10379	Apricot, fresh, stewed, no added sugar	134	0.6	0.1	0	5	5	2
06D10380	Feijoa, flesh, raw	188	0.7	0.3	0	8	7.7	3
06D10383	Lychee, canned in pear juice, drained	324	1.1	0.1	0	16.9	16.9	1
06D10384	Mango, dried	1221	4.6	0.9	0.2	58.2	55.9	4
06D10385	Pear, peeled, poached in water, no added sugar, drained	201	0.3	0	0	9.6	9.6	2
06D10386	Pineapple, canned in water, drained	191	0.7	0.3	0.1	8.3	8.3	2
06D10389	Kiwano, flesh, raw	127	1.8	0	0	3.1	3.1	6
06D10395	Pineapple, fresh, cooked in light syrup, drained	221	0.2	0.4	0	10.4	10.4	2
06D10398	Grape, black muscatel, raw	373	1.1	0.1	0	18.8	18.8	8
06D10399	Grape, cornichon, raw	280	1.3	0.1	0	12.7	12.7	3
06D10400	Grape, waltham cross, raw	303	0.8	0.1	0	14.4	14.4	6
06D10401	Grape, black sultana, raw	302	1.2	0.1	0	14	14	3
06D10407	Loquat, peeled, raw	128	1	0.2	0	4.9	4.9	2
06D10411	Pepino, peeled, raw	106	0.6	0.1	0	4.8	4.8	1
06D10412	Tamarillo, peeled, raw	159	2	0.1	0	3.4	3.4	1
06D10415	Melon, honey dew, yellow skin, peeled, raw	113	0.8	0.3	0	4.4	4.4	40
06D10416	Jackfruit, peeled, raw	365	2.2	0.3	0	16.7	16.3	3
06D10417	Prickly pear, peeled, raw	216	0.4	0.3	0	8.8	8.8	1
06D10418	Wax jambu, raw	114	0.7	0.2	0	4.5	4.5	1
06D10419	Babaco, peeled, raw	94	1.3	0.1	0	3.1	3.1	2
