Food ID	Food name	Energy (kJ)	Protein (g)	Fat, total (g)	Fat, saturated (g)	Available carbohydrate (g)	Total sugars (g)	Sodium (mg)
08E30315	Beef, corned, 50% trimmed, ready to eat	537	17.8	6.3	1.3	0.2	0.2	1162
08F10667	Hamburger patty, frozen, grilled	1177	18.4	18.9	7.3	7.8	1	736
09A10020	Milk, cow, fluid, whole, lactose reduced (total sugars less than 5g/100g)	278	3.4	3.8	2.5	4.7	4.7	41
09A10027	Milk, cow, fluid, reduced fat (fat 1 - 2%), reduced lactose  (total sugars approximately 5g/100g)	210	4	1.4	0.9	5.3	5.3	48
09A10040	Buttermilk, cultured, skim or nonfat (fat less than 0.5%)	172	4.4	0.1	0.1	5.5	5.5	56
09A10094	Milk, cow, fluid, reduced fat (fat approximately 1.5%), increased protein (protein approximately 4%)	222	4	1.6	1.1	5.4	5.4	53
09A10096	Milk, cow, fluid, skim (fat approximately 0.15%)	146	3.6	0.1	0.1	4.8	4.8	49
09A10101	Milk, cow, fluid, reduced fat (fat approximately 1.5%), added omega 3 fatty acids	211	3.7	1.2	0.5	5.9	5.9	37
09A10103	Buttermilk, cultured, 2% fat	246	4.2	2	1.3	5.4	5.4	57
09A10104	Milk, goat, fluid	210	3.1	2.6	1.7	3.6	3.6	66
09A10113	Milk, cow, fluid, extra creamy (fat greater than 4%)	295	3.2	4.4	2.9	4.6	4.6	46
09A10114	Milk, cow, fluid, reduced fat (fat approximately 1%), added milk solids	213	3.2	1.5	1	5.9	5.9	37
09A10122	Milk, cow, fluid, regular fat (fat approximately 3.5%), increased protein	297	4	3.4	2.3	6	6	62
09A10138	Milk, cow, fluid, reduced fat (fat approximately 1%), added fibre	220	3.7	1.2	0.8	5.9	5.9	58
09A10150	Milk, rice, fluid, calcium & protein enriched	278	1.2	1.4	0.2	11.7	5.1	70
09A10153	Milk, oat, fluid	119	0.6	1.4	0.2	3.1	0	0
09A10154	Milk, sheep, fluid	454	6	7	4.6	5.4	5.4	44
09A10163	Milk, cow, fluid, regular fat (fat approximately 3.5%)	291	3.4	3.4	2.2	6.2	6.2	36
09A10164	Milk, cow, fluid, regular fat (fat approximately 3.5%), ultra high temperature treated, commercial	273	3.5	3.7	2.4	4.5	4.5	43
09A10180	Milk, cow, fluid, reduced fat (fat approximately 1%)	211	3.7	1.2	0.8	5.9	5.9	37
09A20018	Milk, canned, sweetened, condensed, regular	1415	8.3	9.2	6.1	54.9	54.9	105
09A20019	Milk, canned, sweetened, condensed, skim (fat approximately 0.2%)	1205	10	0.2	0.2	60.3	60.3	125
09A20020	Milk, canned, evaporated, regular	600	7.6	8.1	5.4	9.9	9.9	104
09A20022	Milk, canned, evaporated, skim (fat less than 0.5%)	326	7.7	0.4	0.3	10.5	10.5	91
09A20026	Milk, canned, evaporated, reduced fat (fat approximately 2%)	393	7.9	2.1	1.4	10.6	10.6	105
09A30011	Milk, powder, cow, regular	2088	27.2	26.3	17.4	38.3	38.3	310
09A30012	Milk, powder, cow, skim	1506	36.3	0.9	0.6	50.4	50.4	428
09A30013	Milk, powder, goat	2089	27.3	27.1	17.2	36.5	36.5	295
09A30016	Milk, powder, cow, whey	1527	12.9	1.1	0.7	74.5	74.5	1079
09A50013	Cream, pure, 35% fat	1385	2.3	35.5	22.8	1.8	1.8	36
09A50014	Cream, regular thickened, 35% fat	1450	2.2	36.8	23.6	3	3	37
09A50015	Cream, regular thickened, 35% fat, ultra high temperature treated	1459	2.3	36.8	23.6	3.4	3.4	48
09A50016	Cream, rich or double thick	1884	1.6	49.4	31.7	1.7	1.7	36
09A50017	Cream, regular thickened, light (fat approximately 18%)	780	3.2	18	11.5	3.5	3.5	27
09A50018	Cream, whipped, aerosol, regular fat (fat approximately 28%)	1272	3.4	30.3	19.5	5.3	5.3	46
09A50020	Cream, sour	1520	2.3	38.7	24.5	2.5	2.5	31
09A50021	Cream, sour, light (fat approximately 18%)	911	3.9	20.3	12.8	4.7	4.7	51
09A50022	Cream, sour, extra light (fat approximately 12%)	685	5.3	12.5	7.9	7	7	80
09A50023	Cream, imitation or mock (non-dairy)	1125	1	21.8	19.3	17.7	16.3	57
09A50028	Cream, whipped, aerosol, reduced fat	805	3.4	17.8	11	5.3	5.3	46
09A50029	Cream, regular thickened, whipped, added sugar	1485	1.9	31.5	20.2	16.9	16.9	32
09A50037	Cream, reduced fat (fat approximately 25%), canned	1083	2.9	26.4	16.9	3.3	3.3	34
09B10038	Cheese, bocconcini	862	17.6	15.2	10	0	0	280
09B10045	Cheese, feta (fetta), reduced salt	1580	19.3	33.8	21.7	0.1	0.1	220
09B10051	Cheese, kasseri	1525	23.6	30.2	19.8	0.4	0.4	1388
09B10059	Cheese, kefalograviera	1525	23.6	30.2	19.8	0.4	0.4	1388
09B10066	Cheese, marscapone	2172	1.3	57.3	37.7	1.7	1.7	16
09B10070	Cheese, Swiss style, processed	1344	12.4	28.8	19	4	4	1452
09B10111	Cheese, blended, for pizza use	1308	28.8	21.9	14.2	0.1	0.1	715
09B10112	Cheese, blue vein	1544	20.3	32.4	20.8	0	0	1089
09B10113	Cheese, brie	1439	18.6	30.3	19.8	0.1	0.1	593
09B10114	Cheese, camembert	1260	19.5	25	16.4	0.1	0.1	610
09B10118	Cheese, colby style	1611	24	32.3	20.9	0.1	0.1	595
09B10119	Cheese, cream	1367	8.2	31.9	20.4	2.5	2.5	336
09B10120	Cheese, edam	1459	27.5	26.8	17	0	0	933
09B10121	Cheese, feta (fetta), sheep & cows milk	1163	17.4	22.8	15	0.2	0.2	1107
09B10123	Cheese, gouda	1579	26.2	30.6	19.4	0	0	701
09B10124	Cheese, haloumy	1032	21.3	17.1	11.1	1.8	1.8	2900
09B10125	Cheese, havarti style	1690	19.4	36.7	23.8	0.1	0.1	600
09B10126	Cheese, mozzarella	1291	26	22.5	14.2	0.7	0.6	459
09B10128	Cheese, parmesan, finely grated	1931	40.6	33.3	21.1	0	0	1503
09B10129	Cheese, parmesan, shaved	1671	35.1	28.8	18.3	0	0	1300
09B10130	Cheese, pecorino style	1492	28	27.2	17.6	0.2	0.2	948
09B10131	Cheese, provolone style	1524	27.8	28.4	18.4	0.1	0.1	1000
09B10132	Cheese, romano style	1568	31.3	27.9	17.7	0.2	0.2	1040
09B10133	Cheese, Swiss	1594	28.4	30	19	0.1	0.1	425
09B10134	Cheese, cheddar, processed	1381	20.9	27.5	18.6	0.1	0.1	1331
09B10136	Cheese, cream, reduced fat (fat approximately 25%)	1169	8.2	26.5	17	2.5	2.5	336
09B10137	Cheese, edam, smoked	1459	27.5	26.8	17	0	0	933
09B10138	Cheese, processed, cheesy pop style	1382	18.2	26.5	18	5.4	5.4	1480
09B10139	Cheese, processed, babybel style	1311	22.5	25	16.9	0.2	0.2	720
09B10140	Cheese, processed, fridge stick	1388	18.6	26.5	18	5.4	5.4	1480
09B10141	Cheese, goat	1110	18.5	21.1	14.1	0.9	0.9	368
09B10142	Cheese, cream, light (fat approximately 15%)	794	9.1	15	9.6	4.6	4.6	347
09B10144	Cheese, cheddar, processed, reduced sodium	1447	22.1	28.2	19.1	1.2	0.1	456
09B10152	Cheese, neufchatel	1363	9.4	30.9	19.7	2.2	2.2	330
09B10155	Cheese, cheddar, regular fat	1661	24.6	32.8	21.6	0.5	0.4	684
09B10159	Cheese, cheshire	1638	24.2	32.5	21	0	0	580
09B10161	Cheese, gloucester style	1718	25	34.3	22.1	0	0	620
09B20008	Cheese, quark	563	10.8	9.6	6.2	1.4	1.4	98
09B20019	Cheese, cheddar, reduced fat (fat approximately 75% less than regular)	856	34.6	7.2	4.7	0.1	0.1	660
09B20020	Cheese, edam, reduced fat	1307	33.7	19.8	12.6	0.1	0.1	650
09B20022	Cheese, gouda, reduced fat	1365	31.4	22.4	14.4	0.1	0.1	659
09B20024	Cheese, Swiss, reduced fat	1403	35.4	21.6	13.7	0.1	0.1	135
09B20027	Cheese, cottage	519	15.6	5.8	3.8	2.4	2.4	315
09B20030	Cheese, cottage, low fat (fat 1 - 2%)	384	18.1	1.2	0.8	1.9	1.9	129
09B20032	Cheese, cottage, creamed, low fat	422	15.5	2.3	1.5	4.3	4.3	430
09B20033	Cheese, cottage, low fat, reduced salt	445	15.3	2.4	1.5	5.7	5.7	196
09B20050	Cheese, cheddar, reduced fat (fat approximately 25%)	1401	28.9	24.2	15.7	0	0	550
09B20051	Cheese, cheddar, reduced fat (fat approximately 15%)	1140	33.4	15.1	9.8	0	0	670
09B20053	Cheese, cottage, creamed, unflavoured	505	15.4	5.7	3.5	1.9	1.9	277
09B20054	Cheese, feta (fetta), cows milk, reduced fat	974	25.7	14.5	9.3	0.1	0.1	1100
09B20057	Cheese, ricotta, reduced fat (fat approximately 5%)	465	12	5.9	3.8	2.4	2.4	221
09B20058	Cheese, ricotta	497	8.6	8	5.1	3.2	3.2	120
09B20064	Cheese, mozzarella, reduced fat	1226	31.7	17.9	11.5	0.1	0.1	580
09B20065	Cheese, quark, low fat	349	13.9	1.1	0.7	2.9	2.9	160
09B20068	Cheese, cheddar, processed, reduced fat (fat approximately 16%)	1057	22.5	15.4	10.3	4.9	4.9	1171
09B20069	Cheese, cheddar, processed, reduced fat (fat approximately 8%)	810	24.4	7.8	5.6	4.9	4.9	1171
09B30010	Cheese spread, cheddar cheese-based	1220	15.9	24.7	15.8	1.7	1.7	1416
09B30011	Cheese spread, cream cheese-based	1456	11.1	33	21.1	2.8	2.8	1249
09C10026	Yoghurt, natural, regular fat (fat approximately 4%)	355	5.7	4.2	2.7	4.8	4.8	72
09C10036	Yoghurt, reduced fat (fat approximately 1%), vanilla flavoured	401	5	1	0.6	15.3	14.9	65
09C10057	Yoghurt, extra creamy (fat approximately 4.5%), vanilla flavoured	534	5.2	4.6	3	15.1	12	98
09C10067	Yoghurt, Greek style (fat approximately 10%), natural	622	5.7	10	6.4	8	8	86
09C10068	Yoghurt, Greek style (fat approximately 8.5%), natural	572	4.3	8.5	5.5	10	10	98
09C10069	Yoghurt, Greek style (fat approximately 6%), plain or flavoured	561	5.1	6	3.9	13.7	13.7	60
09C10072	Yoghurt, natural, reduced fat (fat approximately 2%)	329	5.9	1.9	1.2	8.2	8.2	91
09C10087	Yoghurt, goat, regular fat	264	3.1	3	2	4.8	4.8	66
09C20025	Yoghurt, natural, low fat (fat less than 0.5%)	243	6.6	0.3	0.2	6	6	83
09D10031	Ice cream, rich (fat greater than 12.5%),  vanilla flavour	951	4	14.4	9.5	20.6	20.6	55
09D10047	Ice cream, low fat (fat is less than 4%), vanilla flavour	516	4.6	3.1	2	19	19	69
09D10105	Yoghurt, frozen, soft serve, regular fat, vanilla flavour	682	4.7	5.6	3.7	23.2	23.2	53
09D10108	Yoghurt, frozen, soft serve, reduced fat, vanilla flavour	524	5.3	1.7	1.1	21.8	21.8	61
09D10132	Gelato, commercial, various flavours	591	2.2	2.6	1.8	26.6	25.7	34
09D10135	Ice cream, reduced fat, vanilla & other non-chocolate flavours	654	3.3	3.3	2.2	28	25	70
09D10145	Ice cream, regular fat, chocolate flavour	784	3.6	10.3	6.8	20	18	51
09D10152	Ice cream, reduced fat, chocolate flavour	655	3.4	3.3	2.2	28	25	70
09D10180	Ice cream, reduced fat, low carbohydrate (carbohydrate approximately  5%), vanilla flavour	368	2.8	3.3	2.2	7	4	70
09D10200	Ice cream, regular fat, vanilla flavour	806	3.7	10.6	7.2	20.5	18.4	48
09D20024	Custard, egg, dry mix	1733	7.5	6.1	1.9	80	80	481
09D20055	Cheesecake filling, dry mix	1963	9.3	22.4	7.6	57.4	43.8	506
09D20083	Custard, dairy, vanilla, regular fat, commercial	403	3.3	3	2	13.9	11.6	59
09D20084	Custard, dairy, vanilla, reduced fat, commercial	382	4.5	0.9	0.6	15.8	13.5	61
09D20088	Custard, dairy, chocolate, regular fat, commercial	490	4.2	3	2	18.1	15.8	104
09D20096	Custard, dairy, chocolate, reduced fat, commercial	414	4.3	0.9	0.4	18.1	15.8	104
09D20097	Custard, egg, vanilla, baked	1108	5.3	17.8	10.6	21	21	55
10A10073	Stock, fish, concentrated liquid, commercial	37	1.1	0.2	0.1	0.6	0.1	3706
10A10076	Stock, vegetable, concentrated liquid, commercial	46	1.1	0.4	0.2	0.7	0.1	5076
10A10087	Sauce, orange, savoury	997	0.1	0.8	0	56.5	48.2	950
10A10095	Sauce, Asian, for stir fry	614	1.4	10	1.2	12.7	6.8	797
10A10096	Sauce, horseradish, commercial	555	1.8	8.6	5	11.4	10.4	1713
10A10099	Sauce, mustard, commercial	210	3.9	2.3	0.2	1.7	1.4	1100
10A10108	Sauce, tomato, commercial, intense sweetened	149	2	0.2	0	6	5	970
10A10110	Sauce, seafood, cocktail, commercial	942	0.8	11.7	1.2	28.9	18	1633
10A10171	Sauce, apple, commercial	369	0.2	0.1	0	20.7	20.6	1
10A10288	Gravy, commercial, prepared	342	1.4	4.2	1.6	8.7	0.2	468
10A10291	Paste, curry, Indian style, commercial	1314	4.8	26.4	2.7	10.2	4.2	3434
10A10293	Sauce, barbecue, commercial	778	0.7	0.2	0.1	44.3	40.2	640
10A10296	Sauce, black bean, Asian, commercial	539	4.1	2.8	0.6	19.4	15.2	3314
10A10300	Sauce, chilli, Asian, commercial	484	0.9	2.6	0.5	18.9	15	1340
10A10301	Sauce, tabasco	68	1.3	0.8	0.1	0.8	0.8	633
10A10303	Sauce, cranberry, commercial	682	0.2	0.1	0	39.7	39.1	1
10A10304	Sauce, curry, Asian, commercial	619	1.3	11.8	6.6	6.7	2.2	560
10A10305	Sauce, fish, Asian, commercial	217	6.8	0.3	0.1	4.4	4.4	7990
10A10306	Sauce, hoi sin, Asian, commercial	954	1.7	5.4	0.8	37.2	33.5	1550
10A10309	Sauce, oyster, Asian, commercial	483	2.8	1	0.3	21	15.6	3790
10A10310	Sauce, pasta, cream-based, commercial	440	1.7	8.3	5.3	5.2	3.3	584
10A10311	Sauce, pasta, tomato-based, commercial, heated	234	1.6	1.6	0.1	7.6	6.3	378
10A10313	Sauce, plum, Asian, commercial	1005	0.1	0.8	0.4	56.5	48.2	950
10A10319	Sauce, soy, commercial	164	5.4	0	0	2.7	1.7	6555
10A10320	Sauce, soy, reduced salt	172	5.9	0	0	2.7	1.7	3333
10A10321	Sauce, sweet & sour, Asian, commercial	822	0.6	0.5	0.1	45.6	37.8	660
10A10322	Sauce, taco style, commercial	126	0.9	0.3	0.1	4.8	3.5	432
10A10323	Sauce, tomato, commercial	460	1.2	0.2	0.1	24.3	23.3	938
10A10324	Sauce, tomato, no added salt, commercial	460	1.2	0.2	0.1	24.3	23.3	11
10A10328	Sauce, worcestershire, commercial	328	1.3	0.2	0	17.6	16.9	1060
10A10342	Stock, chicken, liquid, commercial	31	0.4	0.4	0.1	0.7	0.1	400
10A10343	Stock, beef, liquid, commercial	48	1	0.4	0.1	1.1	0.5	350
10A10354	Sauce, mint, commercial	546	0.4	0.1	0	29.9	29.6	4
10A10367	Gravy powder, reduced salt (light style), dry mix	1343	8.9	1.8	0.4	65.7	0.7	4830
10A10382	Paste, shrimp, Asian style	1250	6.1	2.5	0.5	60.7	50.6	1705
10A10389	Sauce, satay, Asian, commercial	1190	4.9	17.2	3.9	25.8	15.3	913
10A10411	Gravy powder, dry mix	1201	8.9	6.2	2.4	48.2	0.7	6020
10B10009	Cabbage, mustard, salted	73	2.2	0.3	0	0.7	0.7	2058
10B10010	Cabbage, red, pickled (include sweet & sour cabbage)	399	0.7	0.1	0	22	21.9	661
10B10012	Cucumber, pickled, sour, drained	313	0.4	0.3	0	16.3	15.5	520
10B10013	Cucumber, pickled, sweet, drained	522	0.4	0.3	0	28.6	27.8	520
10B10014	Bean, green, pickled	387	0.5	0.1	0	21.8	21.6	657
10B10015	Eggplant, pickled	389	0.4	0.1	0	22	22	656
10B10016	Horseradish cream, commercial	694	2.2	10.8	6.3	14.3	13	2140
10B10017	Mint jelly	794	0.5	0.1	0	45.9	45.8	92
10B10025	Pepper, pickled	387	0.5	0	0	22.1	22.1	653
10B10026	Pepper, hot, pickled	398	0.7	0.1	0	22.1	22.1	654
10B10027	Pickles, mustard	310	0.8	0.5	0	15.7	12.8	620
10B10029	Pickle, mixed, in brine, sweetened	391	0.4	0.2	0	22	21.9	660
10B10032	Seaweed, pickled	401	0.5	0.1	0	21.1	21.1	698
10B10051	Chutney, fruit, commercial	793	0.5	0.3	0	43.1	41.5	690
10B10052	Gherkin, pickled, drained, commercial	463	0.4	0.3	0.1	24.4	23.6	520
10B10053	Olive, green, pimento stuffed, drained	387	0.8	8.3	1.2	1.8	0	2070
10B10054	Olive, green or black, drained	880	2.1	20.4	2.6	2.6	0	1472
10B10055	Onion, pickled, commercial, drained	270	0.5	0.2	0	13	12.3	790
10B10056	Pickles, mustard, sweet, commercial	360	0.8	0.5	0	17.5	14.7	620
10B10058	Capers, bottled, drained	163	0.4	0.2	0	8.2	7.8	680
10B10059	Chutney or pickle, fruit, intense sweetened	685	0.5	0.3	0	36.8	35.2	690
10B10060	Relish, corn	444	0.6	0.1	0	24.8	17.9	132
10C10153	Soup, beef or lamb & vegetable, instant dry mix	1433	12.9	1.9	0.8	66.8	9.7	5311
10C10154	Soup, beef or lamb & noodle, instant dry mix	1491	12	3.3	1.3	68.1	6.4	6810
10C10155	Soup, chicken, reduced energy, instant dry mix	1344	17.1	5.1	2	48.2	35.1	7344
10C10156	Soup, chicken, instant dry mix	1384	20.7	2.9	1.1	53.9	6.4	7296
10C10158	Soup, chicken & noodle or rice, reduced energy, instant dry mix	1400	10.6	10.3	4.1	46.6	25.1	7344
10C10160	Soup, chicken & noodle or rice, reduced salt, instant dry mix	1491	12	3.3	1.3	68.1	6.4	2631
10C10162	Soup, creamed chicken, instant dry mix	1628	19	11.4	1.4	42.9	4.8	3238
10C10163	Soup, creamed chicken, reduced salt, instant dry mix	1628	19	11.4	1.4	42.9	4.8	1529
10C10164	Soup, creamed seafood, instant dry mix	1628	19	11.4	1.4	42.9	4.8	3238
10C10165	Soup, tomato, smooth, reduced energy, instant dry mix	1364	8.2	3.6	1.4	61.6	46.7	5450
10C10167	Soup, tomato, smooth, reduced salt, instant dry mix	1347	9.2	1.2	0.5	67.1	11.9	2261
10C10170	Soup, vegetable, instant dry mix	1490	6.5	2.2	0.8	76.1	10.5	4968
10C10171	Soup, vegetable, reduced salt, instant dry mix	1490	6.5	2.2	0.8	76.1	10.5	2631
10C10172	Soup, vegetable & noodle or rice, instant dry mix	1486	7	3.8	1.3	71.6	7.4	6412
10C10173	Soup, vegetable & noodle or rice, reduced energy, instant dry mix	1387	5.7	6.6	2.6	58.8	41	5358
10C10174	Soup, creamed vegetable, instant dry mix	1627	19	11.4	1.4	42.9	4.8	3238
10C10175	Soup, pea & ham, reduced energy, instant dry mix	1612	13.7	6.8	2.7	65.7	5.5	6894
10C10176	Soup, pea & ham, instant dry mix	1636	13.8	7	2.8	66.8	2.8	6894
10C10177	Soup, minestrone, instant dry mix	1616	8.4	6	2.4	73.2	10.8	6995
10C10179	Soup, beef or lamb & vegetable, condensed, canned	217	3.1	1.1	0.2	6.3	2.9	666
10C10181	Soup, chicken & vegetable, condensed, canned	211	3.1	0.9	0.1	6.3	2.9	666
10C10183	Soup, creamed seafood, condensed, canned	331	2.4	3.8	1.5	8.4	2.2	604
10C10185	Soup, tomato, reduced salt, condensed, canned	227	1	0.3	0	10.8	8.8	329
10C10186	Soup, tomato & vegetable, condensed, canned	207	1.4	0.5	0	8.7	5.9	669
10C10187	Soup, tomato & noodle or rice, condensed, canned	315	1.6	0.3	0	15.6	6.2	481
10C10188	Soup, vegetable, condensed, canned	187	1.8	0.7	0	6.6	3	698
10C10189	Soup, creamed vegetable, condensed, canned	255	1.3	3	1.1	6.7	1	680
10C10191	Soup, pea & ham, condensed, canned	436	6.6	1.8	0.9	13.1	1.1	677
10C10192	Soup, minestrone, condensed, canned	544	3.5	6.8	2.6	11.9	1.6	575
10C10308	Soup, Asian style, meat or seafood, vegetable & noodles, instant dry mix, cup style	1458	12.3	2.6	1.1	65.7	13.7	2840
10C10310	Soup, beef, broth style, instant dry mix, cup style	1356	4.8	3.3	1.3	65.7	5.7	5020
10C10312	Soup, creamed chicken, condensed, canned	277	1.9	3.3	1.1	7.1	1.1	690
10C10318	Soup, chicken noodle, simmer dry mix	1442	14	3.9	1.3	60.6	10.1	5170
10C10322	Soup, chicken & vegetable, instant dry mix, cup style	1475	4.5	7.5	3.1	62.3	10.3	3220
10C10323	Soup, chicken, simmer dry mix	1559	7.5	10.3	4.2	60.3	11.3	5590
10C10337	Soup, tomato, condensed, canned	233	1	0.3	0	10.8	8.8	640
10C10339	Soup, tomato & noodle, instant dry mix, cup style	1530	8.7	6.3	2.6	65.5	16	2030
10C10341	Soup, creamed vegetables, condensed, canned	256	1.3	3	1.1	6.7	1	680
10C10343	Soup, vegetable, cream style, simmer dry mix	1497	6.2	8.4	3.4	61.3	12.8	4060
10C10350	Soup, vegetable & noodle, simmer dry mix	1347	7.1	5	2	59.2	21.2	5260
10C10365	Soup, pumpkin & carrot, condensed, canned	275	1.3	2.5	1.5	8.4	4.9	588
10C10369	Soup, pumpkin, cream style, simmer dry mix	1497	6.2	8.4	3.4	61.3	12.8	2700
10C10378	Soup, beef, broth style, condensed, canned	173	4.5	1.8	0.6	1.9	0.9	774
10C10379	Soup, chicken, broth style, condensed, canned	144	3.1	1.4	0.4	2.2	0.3	809
10C10392	Soup, creamed mushroom, condensed, canned	256	1.3	3	1.1	6.7	1	680
10C10413	Soup, French onion, dry mix	706	8.1	2	1	25.9	6.2	8330
10C10417	Soup, chicken, with noodle, instant dry mix, cup style	1536	11.4	6.3	1.1	64.1	6	4536
10C10429	Soup, vegetable, instant dry mix, cup style	1440	3.4	7.5	2.7	63.1	17.6	2683
10C10436	Soup, mixed vegetables, reduced energy, instant dry mix, cup style	1450	4.3	8.5	3.5	57.7	26.2	5400
10C10438	Soup, onion, without pasta or croutons, simmer dry mix	872	6.7	2.1	0.9	38.3	10.3	7130
10D10032	Popping corn	1463	11.8	4.1	0.6	55	4.5	4
10D10080	Corn chip, toasted, unflavoured, salted	2082	7.2	27.3	10.7	52.8	0.5	349
10D10081	Corn chip, toasted, unflavoured, no added salt	2092	7.2	27.9	11.3	52.1	0.5	11
10D10082	Corn chips, flavoured	2085	7.1	27.3	11.2	53.1	1.3	512
10D10083	Corn chips, flavoured, fried, monounsaturated oil	2102	7.1	27.7	3.2	53.1	1.3	512
10D10094	Pretzels	1579	11.7	7.2	1.3	64.6	0.4	1980
10D10096	Crisp or chip, potato, unflavoured, restructured, salted	2279	6.4	35.7	13	47.6	0.5	640
10D10099	Crisp or chip, vegetable, salted	2072	6.7	26.3	2.8	55.7	0.7	607
10D10103	Crisp or chip, potato, unflavoured, reduced fat, reduced salt	2060	5	25	9.1	60	2.1	500
10D10107	Potato straws, plain	2168	6.9	31	13.4	51.6	0.2	576
10D10110	Prawn cracker, Asian, commercial, ready to eat	2196	3.7	26.8	7.9	66.6	5.6	628
10D10111	Crisp or chip, soy	2073	6.2	26.7	5.1	53.2	5.1	476
10D10112	Popcorn, regular, commercial	2116	9.1	28.4	12.6	49.6	0.6	645
10D10116	Popcorn, air-popped, no added fat or salt	1427	12.9	4.1	0.7	55.3	0.9	1
10D10119	Potato crisps or chips, plain, salted	2161	6	33.9	11.8	45.8	0.9	618
10D10120	Potato crisps or chips, flavoured (other than salt & vinegar)	2129	6.8	32.5	7.1	43.6	1.4	664
10D10123	Potato, crisp or chip, salt and vinegar flavoured	2134	6.8	32.6	9	43.6	1.4	970
10D10124	Crisp, potato, plain, no added salt	2474	5.9	38.9	16.9	53.3	1	43
10D10125	Potato crisps or chips, plain, reduced fat, salted	1619	10.9	6.3	0.7	66.4	2.4	1546
10D10126	Potato crisps or chips, reformed, salted	2240	4.7	34.1	7.8	51.3	2.2	430
10E10004	Mustard, made with dry powder, with added water	302	5	4	0.2	2.4	1.5	990
10E10028	Paprika, ground, all types	1475	14.4	11.7	1.9	37.1	25.7	27
10E10058	Paste, green curry, Asian style, commercial	464	2.4	7.9	0.5	6.3	3.4	1807
10E10060	Chillies, dried, ground	1583	14.1	16.8	3	29.6	10.4	34
10E10061	Chilli powder	1451	12.3	16.8	3	20.5	10.1	1010
10E10062	Cinnamon, ground	1039	4.2	2.7	0.1	25.5	13.8	44
10E10063	Cloves, ground	1539	6	17.3	0.9	30.8	2.7	158
10E10064	Coriander seed, ground	1485	13	19.8	1	10.5	8.8	49
10E10065	Cumin (cummin) seeds, dried, ground	1918	18.4	25.8	1.3	33.3	2.3	119
10E10066	Curry powder, condiment	1469	12.7	13.8	0.7	30.9	10.2	52
10E10067	Ginger, dried, ground	1419	8.5	4.6	0.8	58.6	0.9	51
10E10068	Mustard, cream-style, condiment	352	5.8	3.1	0.1	6.2	3.6	1420
10E10069	Mustard powder, dry	2254	29.4	39.5	2	17.2	5	3
10E10070	Nutmeg, ground	2134	6.4	37.6	1.9	27.5	14.9	42
10E10071	Oregano, dried	1039	4.2	2.7	0.5	25.5	13.8	44
10E10073	Thyme, dried	1151	8.1	6	1.1	29.1	1.8	69
10E10074	Turmeric, ground	1405	7.7	8.6	1.5	46.3	25.1	48
10E10075	Spice, mixed spice (cinnamon, nutmeg & cloves)	1468	5.2	16.1	0.8	27.2	11.9	66
10E10080	Pepper, ground, black or white	1208	10.7	2.7	0.1	42.1	0.6	25
10F20016	Mayonnaise, with olive oil, commercial	1553	0.9	32.3	3.4	19.9	14.4	810
10F20024	Dressing, French, with olive oil, commercial	1081	0.1	23.8	3.3	11.7	11.4	1830
10F20026	Dressing, Italian, with olive oil, commercial	1293	0.2	31.4	4.4	7.2	6.9	1330
10F20030	Mayonnaise (fat less than 20%), commercial	813	0.5	13.1	2.9	18.5	14	728
10F20031	Mayonnaise (fat less than 20%), with canola oil, commercial	813	0.5	13.1	0.9	18.5	14	728
10F20034	Dressing, coleslaw, (fat less than 10% ), intense sweetened, commercial	226	0.6	5.4	0.7	0	0	1118
10F20037	Dressing, French, no added fat, commercial	317	0.1	0.1	0	18.3	15.4	970
10F20038	Dressing, French, no added fat, intense sweetened, commercial	6	0.1	0.1	0	0	0	1607
10F20039	Dressing, Italian, no added fat, commercial	346	0.2	0	0	19.9	13.1	975
10F20040	Dressing, Italian, no added fat, intense sweetened, commercial	12	0.2	0	0	0.5	0.5	797
10F20063	Vinegar	57	0.1	0	0	0	0	5
10F20065	Dressing, coleslaw, reduced fat, commercial	614	0.6	9.8	1.2	13	8.4	970
10F20066	Dressing, French, regular, commercial	1114	0.1	23.8	2.8	11.7	11.4	1830
10F20067	Dressing, French, reduced fat, commercial	89	0.1	0.1	0	2.9	2.7	1310
10F20068	Dressing, Italian, regular, commercial	1313	0.2	31.4	3.2	7.2	6.9	1330
10F20069	Dressing, Italian, reduced fat, commercial	132	0.2	0	0	5.5	5.2	790
10F20071	Dressing, thousand island, reduced fat, commercial	735	0.8	10.4	1.2	17.6	16.2	830
10F20082	Dressing, caesar	2363	3.9	61.6	10.3	0.5	0.3	210
